date, pm25, pm10, o3, no2, so2, co
2015/6/4, , 20, 29, 12, 4, 9
2015/6/5, , 24, 46, 12, 9, 8
2015/6/6, , 24, 33, 10, 9, 7
2015/6/7, , 19, 25, 15, 11, 9
2015/6/8, , 22, 24, 13, 7, 10
2015/6/9, , 21, 28, 12, 6, 10
2015/6/10, , 20, 23, 9, 10, 10
2015/6/11, , 20, 23, 11, 12, 10
2015/6/12, , 19, 25, 13, 8, 8
2015/6/13, , 22, 25, 9, 4, 9
2015/6/14, , 20, 23, 10, 8, 9
2015/6/15, , 22, 10, 8, 5, 10
2015/6/16, , 22, 14, 12, 8, 9
2015/6/17, , 18, 21, 13, 6, 10
2015/6/18, , 19, 27, 13, 10, 9
2015/6/19, , 26, 24, 13, 12, 7
2015/6/20, , 23, 22, 8, 6, 5
2015/6/21, , 19, 17, 8, 6, 7
2015/6/22, , 27, 16, 9, 6, 9
2015/6/23, , 27, 16, 7, 5, 8
2015/6/24, , 21, 17, 7, 4, 6
2015/6/25, , 15, 21, 9, 4, 4
2015/6/26, , 18, 18, 9, 4, 4
2015/6/27, , 15, 18, 7, 5, 5
2015/6/28, , 17, 32, 9, 5, 8
2015/6/29, , 20, 21, 11, 8, 7
2015/6/30, , 22, 24, 7, 6, 6
2015/1/1, , 46, 57, 24, 3, 8
2015/1/2, , 42, 56, 35, 4, 10
2015/1/3, , 56, 72, 39, 5, 13
2015/1/4, , 59, 73, 53, 5, 14
2015/1/5, , 66, 50, 36, 5, 12
2015/1/6, , 61, 27, 28, 4, 9
2015/1/7, , 48, 16, 21, 1, 11
2015/1/8, , 35, 36, 19, 2, 9
2015/1/9, , 43, 21, 26, 2, 12
2015/1/10, , 48, 33, 16, 2, 14
2015/1/11, , 54, 25, 24, 3, 15
2015/1/12, , 49, 39, 29, 3, 13
2015/1/13, , 50, 42, 35, 3, 15
2015/1/14, , 55, 46, 39, 4, 14
2015/1/15, , 65, 53, 46, 3, 17
2015/1/16, , 72, 45, 26, 1, 11
2015/1/17, , 64, 51, 31, 2, 14
2015/1/18, , 67, 43, 28, 1, 14
2015/1/19, , 62, 53, 34, 3, 15
2015/1/20, , 63, 50, 51, 3, 17
2015/1/21, , 71, 52, 62, 9, 21
2015/1/22, , 78, 56, 45, 8, 14
2015/1/23, , 79, 45, 28, 34, 10
2015/1/24, , 60, 53, 22, 26, 9
2015/1/25, , 59, 46, 24, 3, 10
2015/1/26, , 56, 75, 31, 5, 13
2015/1/27, , 59, 57, 25, 6, 11
2015/1/28, , 68, 53, 21, 4, 11
2015/1/29, , 62, 43, 20, 7, 9
2015/1/30, , 58, 28, 21, 3, 12
2015/1/31, , 54, 39, 29, 2, 14
2015/2/1, , 60, 39, 32, 3, 16
2015/2/2, , 63, 38, 37, 4, 16
2015/2/3, , 57, 45, 40, 5, 19
2015/2/4, , 61, 44, 30, 4, 13
2015/2/5, , 56, 49, 25, 4, 14
2015/2/6, , 63, 66, 31, 3, 18
2015/2/7, , 64, 61, 30, 7, 17
2015/2/8, , 66, 40, 32, 3, 15
2015/2/9, , 65, 53, 39, 6, 15
2015/2/10, , 62, 61, 42, 7, 19
2015/2/11, , 76, 35, 15, 3, 14
2015/2/12, , 63, 36, 12, 2, 13
2015/2/13, , 54, 38, 13, 2, 10
2015/2/14, , 48, 31, 15, 2, 10
2015/2/15, , 49, 32, 15, 2, 12
2015/2/16, , 47, 32, 16, 2, 15
2015/2/17, , 42, 25, 15, 6, 8
2015/2/18, , 42, 21, 17, 2, 10
2015/2/19, , 35, 23, 20, 5, 10
2015/2/20, , 37, 15, 15, 3, 7
2015/2/21, , 28, 21, 13, 4, 13
2015/2/22, , 25, 21, 17, 3, 10
2015/2/23, , 26, 28, 19, 4, 12
2015/2/24, , 33, 24, 16, 5, 9
2015/2/25, , 33, 27, 19, 5, 11
2015/2/26, , 27, 27, 20, 4, 8
2015/2/27, , 30, 28, 22, 6, 8
2015/2/28, , 32, 21, 24, 4, 13
2015/3/1, , 25, 9, 25, 7, 13
2015/3/2, , 27, 17, 14, 3, 9
2015/3/3, , 35, 24, 10, 4, 8
2015/3/4, , 35, 25, 12, 4, 9
2015/3/5, , 41, 21, 10, 3, 9
2015/3/6, , 38, 23, 10, 3, 8
2015/3/7, , 33, 18, 10, 6, 7
2015/3/8, , 26, 25, 11, 3, 9
2015/3/9, , 25, 31, 9, 6, 10
2015/3/10, , 28, 25, 12, 3, 10
2015/3/11, , 33, 30, 15, 2, 9
2015/3/12, , 36, 32, 12, 2, 9
2015/3/13, , 41, , , , 
2015/3/16, , 32, 27, 12, 2, 10
2015/3/17, , 35, 25, 11, 3, 10
2015/3/18, , 38, 30, 11, 4, 12
2015/3/19, , 32, 34, 10, 3, 13
2015/3/20, , 36, 22, 10, 3, 11
2015/3/21, , 41, 35, 14, 3, 12
2015/3/22, , 36, 27, 13, 4, 11
2015/3/23, , 37, 24, 27, 5, 14
2015/3/24, , 39, 65, 20, 5, 12
2015/3/25, , 55, 42, 27, 5, 16
2015/3/26, , 46, 46, 27, 4, 14
2015/3/27, , 54, 59, 32, 4, 15
2015/3/28, , 55, 55, 21, 4, 12
2015/3/29, , 43, 23, 13, 3, 12
2015/3/30, , 35, 22, 10, 3, 11
2015/3/31, , 32, 31, 10, 4, 11
2014/10/1, , 32, 18, 27, 15, 8
2014/10/2, , 26, 36, 35, 14, 12
2014/10/3, , 28, 26, 37, 11, 15
2014/10/4, , 44, 22, 22, 15, 14
2014/10/5, , 33, 14, 24, 16, 13
2014/10/6, , 22, 25, 17, 13, 12
2014/10/7, , 23, 14, 20, 2, 9
2014/10/8, , 29, 21, 29, 2, 11
2014/10/9, , 21, 23, 18, 9, 8
2014/10/10, , 31, 16, 14, 1, 9
2014/10/11, , 17, 30, 25, 2, 11
2014/10/12, , 27, 36, 29, 8, 15
2014/10/13, , 57, 36, 26, 2, 12
2014/10/14, , 54, 49, 29, 2, 12
2014/10/15, , 58, 67, 34, 2, 13
2014/10/16, , 69, 49, 31, 2, 14
2014/10/17, , 69, 43, 29, 1, 14
2014/10/18, , 53, 25, 19, 1, 9
2014/10/19, , 41, 20, 19, 2, 10
2014/10/20, , 28, 23, 29, 2, 14
2014/10/21, , 25, 18, 30, 3, 14
2014/10/22, , 38, 17, 21, 6, 9
2014/10/23, , 38, 10, 27, 2, 11
2014/10/24, , 30, 16, 24, 5, 10
2014/10/25, , 29, 24, 20, 7, 7
2014/10/26, , 21, 24, 27, 3, 13
2014/10/27, , 30, 36, 26, 2, 10
2014/10/28, , 28, 21, 28, 2, 11
2014/10/29, , 29, 37, 39, 4, 15
2014/10/30, , 34, 30, 32, 8, 14
2014/10/31, , 51, 19, 23, 3, 11
2014/11/1, , 34, 23, 25, 1, 11
2014/11/2, , 28, 21, 21, 5, 9
2014/11/3, , 27, 13, 23, 2, 14
2014/11/4, , 28, 16, 27, 3, 14
2014/11/5, , 27, 22, 25, 3, 14
2014/11/6, , 47, 17, 31, 3, 16
2014/11/7, , 38, 18, 27, 7, 11
2014/11/8, , 37, 23, 23, 12, 16
2014/11/9, , 43, 31, 26, 2, 14
2014/11/10, , 41, 40, 36, 4, 13
2014/11/11, , 44, 33, 35, 3, 11
2014/11/12, , 54, 29, 25, 2, 10
2014/11/13, , 44, 30, 23, 2, 11
2014/11/14, , 26, 40, 30, 5, 12
2014/11/15, , 39, 33, 29, 5, 10
2014/11/16, , 44, 32, 28, 2, 12
2014/11/17, , 43, 37, 19, 6, 9
2014/11/18, , 39, 53, 25, 2, 10
2014/11/19, , 43, 49, 36, 2, 11
2014/11/20, , 55, 49, 35, 3, 11
2014/11/21, , 61, 43, 33, 4, 10
2014/11/22, , 59, 39, 36, 3, 10
2014/11/23, , 59, 42, 35, 4, 12
2014/11/24, , 55, 46, 33, 3, 11
2014/11/25, , 60, 54, 36, 3, 9
2014/11/26, , 60, 35, 34, 3, 7
2014/11/27, , 53, 20, 45, 4, 18
2014/11/28, , 46, 35, 50, 4, 20
2014/11/29, , 70, , , , 
2014/12/1, , 51, 10, 36, 3, 12
2014/12/2, , 37, 25, 32, 2, 15
2014/12/3, , 34, 27, 38, 3, 15
2014/12/4, , 43, 13, 27, 2, 11
2014/12/5, , 37, 27, 35, 3, 11
2014/12/6, , 35, 34, 37, 2, 13
2014/12/7, , 44, 23, 35, 2, 12
2014/12/8, , 48, 38, 33, 2, 12
2014/12/9, , 37, 40, 29, 1, 12
2014/12/10, , 43, 33, 32, 2, 10
2014/12/11, , 41, 44, 27, 2, 11
2014/12/12, , 44, 29, 31, 2, 10
2014/12/13, , 46, 50, 35, 2, 10
2014/12/14, , 48, 51, 42, 4, 13
2014/12/15, , 58, 32, 36, 5, 10
2014/12/16, , 62, 36, 20, 4, 8
2014/12/17, , 52, 45, 32, 5, 14
2014/12/18, , 55, 42, 40, 5, 14
2014/12/19, , 60, 44, 40, 4, 14
2014/12/20, , 68, 35, 33, 3, 14
2014/12/21, , 63, 50, 26, 6, 11
2014/12/22, , 54, 49, 39, 5, 12
2014/12/23, , 65, 44, 38, 7, 10
2014/12/24, , 70, 48, 29, 5, 10
2014/12/25, , 63, 45, 35, 5, 11
2014/12/26, , 58, 31, 37, 4, 14
2014/12/27, , 55, 27, 21, 3, 10
2014/12/28, , 40, , , , 
2014/7/1, , 37, 22, 17, 3, 7
2014/7/2, , 35, 23, 17, 3, 7
2014/7/3, , 30, 25, 16, 2, 6
2014/7/4, , 26, 19, 15, 3, 5
2014/7/5, , 23, 20, 13, 2, 6
2014/7/6, , 22, 17, 14, 5, 6
2014/7/7, , 18, 12, 13, 3, 7
2014/7/8, , 18, 13, 15, 3, 5
2014/7/9, , 17, 11, 15, 3, 6
2014/7/10, , 17, 15, 12, 4, 6
2014/7/11, , 24, 15, 11, 3, 5
2014/7/12, , 26, 25, 14, 2, 6
2014/7/13, , 21, 13, 21, 4, 8
2014/7/14, , 22, 14, 18, 3, 7
2014/7/15, , 25, 20, 21, 4, 8
2014/7/16, , 24, 18, 16, 3, 7
2014/7/17, , 23, 13, 17, 3, 7
2014/7/18, , 21, 9, 15, 2, 7
2014/7/19, , 21, 12, 15, 2, 7
2014/7/20, , 27, 16, 18, 3, 7
2014/7/21, , 38, 18, 18, 3, 6
2014/7/22, , 33, 24, 19, 4, 7
2014/7/23, , 24, 15, 18, 3, 7
2014/7/24, , 26, 14, 19, 3, 7
2014/7/25, , 30, 14, 19, 3, 6
2014/7/26, , 33, 16, 18, 4, 7
2014/7/27, , 25, 8, 20, 5, 9
2014/7/28, , 25, 17, 20, 8, 10
2014/7/29, , 34, 20, 18, 8, 10
2014/7/30, , 41, 14, 18, 11, 11
2014/7/31, , 43, 16, 17, 7, 9
2014/8/1, , 42, 10, 16, 10, 8
2014/8/2, , 39, 11, 13, 5, 8
2014/8/3, , 39, 10, 14, 10, 9
2014/8/4, , 34, 10, 14, 6, 7
2014/8/5, , 26, 12, 13, 6, 8
2014/8/6, , 25, 10, 12, 6, 7
2014/8/7, , 27, 14, 11, 4, 7
2014/8/8, , 23, 15, 12, 11, 6
2014/8/9, , 21, 13, 11, 7, 7
2014/8/10, , 23, 18, 11, 9, 7
2014/8/11, , 21, 17, 11, 4, 6
2014/8/12, , 26, 17, 11, 6, 6
2014/8/13, , 24, 12, 13, 5, 7
2014/8/14, , 22, 11, 13, 5, 7
2014/8/15, , 24, 19, 18, 10, 8
2014/8/16, , 31, 5, 13, 7, 6
2014/8/17, , 31, 24, 21, 3, 8
2014/8/18, , 21, 20, 18, 3, 6
2014/8/19, , 25, 17, 23, 3, 7
2014/8/20, , 28, 16, 20, 3, 7
2014/8/21, , 26, 15, 25, 5, 10
2014/8/22, , 28, 16, 24, 5, 7
2014/8/23, , 39, 21, 16, 2, 6
2014/8/24, , 32, 20, 19, 9, 7
2014/8/25, , 25, 19, 17, 12, 7
2014/8/26, , 31, 34, 22, 11, 9
2014/8/27, , 25, 20, 17, 13, 8
2014/8/28, , 27, 16, 14, 6, 7
2014/8/29, , 22, 13, 16, 4, 7
2014/8/30, , 24, 11, 13, 12, 7
2014/8/31, , 21, 13, 12, 15, 8
2014/9/1, , 21, 10, 13, 10, 7
2014/9/2, , 21, 11, 16, 5, 9
2014/9/3, , 24, 15, 15, 8, 8
2014/9/4, , 29, 15, 14, 7, 7
2014/9/5, , 24, 19, 14, 2, 5
2014/9/6, , 22, 17, 14, 2, 5
2014/9/7, , 21, 18, 13, 6, 7
2014/9/8, , 21, 23, 15, 2, 6
2014/9/9, , 20, 18, 16, 5, 7
2014/9/10, , 21, 21, 20, 3, 8
2014/9/11, , 23, 17, 18, 3, 6
2014/9/12, , 26, 19, 15, 2, 7
2014/9/13, , 26, 21, 13, 3, 5
2014/9/14, , 25, 17, 15, 7, 6
2014/9/15, , 25, 13, 21, 4, 8
2014/9/16, , 29, 15, 15, 15, 14
2014/9/17, , 22, 11, 15, 3, 5
2014/9/18, , 17, 15, 19, 3, 7
2014/9/19, , 22, 29, 19, 3, 6
2014/9/20, , 24, 29, 15, 2, 4
2014/9/21, , 24, 21, 19, 3, 7
2014/9/22, , 25, 20, 16, 3, 5
2014/9/23, , 30, 15, 21, 7, 8
2014/9/24, , 27, 21, 28, 7, 11
2014/9/25, , 27, 30, 21, 5, 7
2014/9/26, , 28, 31, 25, 3, 7
2014/9/27, , 28, 4, 18, 10, 9
2014/9/28, , 18, 28, 35, 4, 8
2014/9/29, , 32, 21, 32, 5, 9
2014/9/30, , 26, 45, 31, 5, 11
2014/4/1, , 30, 23, 15, 2, 7
2014/4/2, , 38, 23, 12, 3, 7
2014/4/3, , 39, 25, 14, 3, 7
2014/4/4, , 36, 43, 21, 3, 7
2014/4/5, , 47, 34, 18, 4, 6
2014/4/6, , 48, 35, 12, 2, 5
2014/4/7, , 34, 66, 20, 3, 7
2014/4/8, , 46, 65, 25, 3, 8
2014/4/9, , 62, 44, 24, 3, 9
2014/4/10, , 67, 29, 25, 3, 9
2014/4/11, , 66, 46, 25, 5, 9
2014/4/12, , 65, 47, 23, 4, 9
2014/4/13, , 61, 43, 19, 3, 8
2014/4/14, , 57, 58, 21, 2, 8
2014/4/15, , 42, 32, 16, 3, 7
2014/4/16, , 41, 31, 18, 3, 7
2014/4/17, , 36, 25, 16, 5, 7
2014/4/18, , 37, 20, 18, 3, 6
2014/4/19, , 34, 24, 15, 10, 6
2014/4/20, , 27, 23, 16, 9, 6
2014/4/21, , 28, 26, 15, 7, 6
2014/4/22, , 27, 28, 17, 4, 8
2014/4/23, , 33, 18, 17, 4, 7
2014/4/24, , 38, 22, 18, 4, 7
2014/4/25, , 34, 17, 19, 4, 6
2014/4/26, , 34, 22, 13, 4, 5
2014/4/27, , 30, 18, 23, 4, 7
2014/4/28, , 28, 17, 22, 9, 8
2014/4/29, , 33, 22, 20, 3, 6
2014/4/30, , 31, 19, 12, 3, 6
2014/5/1, , 32, 29, 21, 3, 8
2014/5/2, , 35, 21, 15, 3, 5
2014/5/3, , 37, 31, 21, 4, 7
2014/5/4, , 26, 22, 19, 4, 8
2014/5/5, , 21, 32, 24, 3, 9
2014/5/6, , 34, 27, 27, 12, 10
2014/5/7, , 33, 23, 23, 3, 9
2014/5/8, , 41, 19, 10, 2, 5
2014/5/9, , 32, 33, 12, 2, 6
2014/5/10, , 34, 27, 15, 2, 7
2014/5/11, , 33, 34, 13, 3, 6
2014/5/12, , 22, 24, 13, 3, 5
2014/5/13, , 20, 32, 18, 3, 7
2014/5/14, , 22, 35, 16, 3, 5
2014/5/15, , 20, 33, 17, 3, 6
2014/5/16, , 20, 28, 15, 3, 6
2014/5/17, , 27, 13, 19, 2, 7
2014/5/18, , 26, 32, 19, 3, 8
2014/5/19, , 24, 38, 17, 4, 7
2014/5/20, , 26, 36, 16, 3, 6
2014/5/21, , 23, 18, 15, 3, 6
2014/5/22, , 25, 16, 14, 2, 5
2014/5/23, , 25, 36, 19, 3, 6
2014/5/24, , 24, 24, 22, 3, 7
2014/5/25, , 28, 34, 27, 3, 8
2014/5/26, , 35, 15, 19, 4, 7
2014/5/27, , 39, 25, 22, 2, 7
2014/5/28, , 27, 35, 20, 3, 6
2014/5/29, , 27, 43, 18, 4, 7
2014/5/30, , 27, 40, 16, 3, 6
2014/5/31, , 23, 18, 16, 2, 7
2014/6/1, , 25, 34, 18, 2, 7
2014/6/2, , 19, 37, 15, 2, 6
2014/6/3, , 21, 24, 17, 2, 7
2014/6/4, , 22, 10, 17, 2, 7
2014/6/5, , 25, 15, 18, 2, 6
2014/6/6, , 24, 15, 15, 2, 6
2014/6/7, , 22, 10, 14, 3, 7
2014/6/8, , 25, 12, 14, 4, 7
2014/6/9, , 23, 12, 15, 5, 6
2014/6/10, , 27, 9, 13, 2, 6
2014/6/11, , 27, 15, 15, 2, 6
2014/6/12, , 24, 16, 16, 2, 5
2014/6/13, , 23, 14, 13, 4, 4
2014/6/14, , 19, 13, 11, 4, 5
2014/6/15, , 21, 15, 12, 3, 5
2014/6/16, , 31, 19, 16, 2, 5
2014/6/17, , 28, 11, 15, 2, 6
2014/6/18, , 31, 15, 14, 3, 5
2014/6/19, , 38, 15, 16, 3, 5
2014/6/20, , 45, 10, 18, 3, 6
2014/6/21, , 53, 13, 16, 3, 6
2014/6/22, , 54, 16, 19, 2, 7
2014/6/23, , 38, 17, 17, 3, 6
2014/6/24, , 31, 9, 14, 2, 6
2014/6/25, , 26, 6, 13, 2, 7
2014/6/26, , 31, 9, 21, 3, 12
2014/6/27, , 40, 13, 16, 3, 7
2014/6/28, , 40, 14, 12, 3, 7
2014/6/29, , 38, 14, 19, 2, 7
2014/6/30, , 41, 11, 17, 2, 7
2014/1/1, , 84, 90, 48, 5, 16
2014/1/2, , 84, 119, 63, 7, 14
2014/1/3, , 103, 95, 57, 7, 13
2014/1/4, , 101, 52, 34, 1, 
2014/1/5, , 95, 69, 52, 6, 14
2014/1/6, , 78, 61, 46, 9, 11
2014/1/7, , 88, 64, 55, 8, 14
2014/1/8, , 79, 36, 47, 5, 11
2014/1/9, , 95, 38, 33, 2, 9
2014/1/10, , 67, 48, 33, 2, 11
2014/1/11, , 67, 49, 30, 3, 14
2014/1/12, , 64, 40, 24, 2, 6
2014/1/13, , 60, 44, 23, 1, 9
2014/1/14, , 54, 46, 28, 2, 7
2014/1/15, , 59, 49, 38, 3, 9
2014/1/16, , 65, 50, 43, 4, 14
2014/1/17, , 72, 44, 25, 1, 9
2014/1/18, , 65, 69, 23, 1, 10
2014/1/19, , 69, 68, 39, 5, 12
2014/1/20, , 81, 27, 37, 2, 11
2014/1/21, , 79, 62, 18, 5, 12
2014/1/22, , 80, 58, 45, 4, 15
2014/1/23, , 95, 79, 47, 8, 18
2014/1/24, , 92, 4, 72, 11, 27
2014/1/25, , 107, , , , 
2014/1/27, , 128, 57, 42, 4, 13
2014/1/28, , 94, 49, 52, 6, 14
2014/1/29, , 74, 43, 48, 6, 15
2014/1/30, , 81, 44, 31, 7, 12
2014/1/31, , 72, 48, 31, 6, 13
2014/2/1, , 64, 49, 29, 5, 9
2014/2/2, , 59, 66, 37, 7, 10
2014/2/3, , 59, 32, 21, 6, 9
2014/2/4, , 64, 32, 25, 3, 8
2014/2/5, , 55, 35, 26, 4, 8
2014/2/6, , 52, 23, 20, 2, 7
2014/2/7, , 45, 21, 17, 4, 7
2014/2/8, , 40, 42, 20, 3, 7
2014/2/9, , 37, 46, 33, 6, 9
2014/2/10, , 45, 21, 22, 4, 8
2014/2/11, , 55, 22, 20, 3, 7
2014/2/12, , 41, 20, 22, 4, 7
2014/2/13, , 44, 31, 22, 3, 7
2014/2/14, , 46, 17, 19, 2, 4
2014/2/15, , 42, 32, 20, 2, 8
2014/2/16, , 42, 34, 22, 2, 8
2014/2/17, , 49, 31, 25, 3, 8
2014/2/18, , 50, 35, 23, 4, 8
2014/2/19, , 52, 37, 22, 5, 11
2014/2/20, , 56, 37, 32, 3, 13
2014/2/21, , 65, 71, 39, 4, 15
2014/2/22, , 75, 53, 22, 2, 10
2014/2/23, , 56, 44, 23, 3, 9
2014/2/24, , 50, 38, 26, 4, 8
2014/2/25, , 49, 37, 24, 4, 9
2014/2/26, , 52, 33, 23, 2, 8
2014/2/27, , 52, 30, 26, 3, 8
2014/2/28, , 48, 32, 22, 3, 7
2014/3/1, , 44, 38, 19, 3, 7
2014/3/2, , 45, 37, 24, 5, 9
2014/3/3, , 46, 45, 16, 3, 7
2014/3/4, , 50, 39, 21, 4, 7
2014/3/5, , 49, 36, 18, 3, 6
2014/3/6, , 51, 34, 18, 3, 5
2014/3/7, , 46, 34, 18, 3, 6
2014/3/8, , 44, 28, 16, 3, 6
2014/3/9, , 46, 30, 19, 3, 7
2014/3/10, , 46, 34, 21, 4, 7
2014/3/11, , 41, 30, 17, 4, 6
2014/3/12, , 42, 26, 20, 3, 9
2014/3/13, , 48, 31, 23, 5, 8
2014/3/14, , 50, 32, 22, 2, 9
2014/3/15, , 43, 4, 22, 6, 6
2014/3/16, , 43, 48, 14, 3, 11
2014/3/17, , 53, 26, 14, 3, 8
2014/3/18, , 41, 17, 19, 3, 8
2014/3/19, , 34, 32, 23, 3, 8
2014/3/20, , 45, 42, 23, 5, 9
2014/3/21, , 52, 12, 23, 3, 8
2014/3/22, , 55, 55, 28, 4, 11
2014/3/23, , 54, 51, 28, 2, 10
2014/3/24, , 58, 41, 23, 2, 8
2014/3/25, , 51, 35, 23, 3, 8
2014/3/26, , 42, 25, 27, 3, 8
2014/3/27, , 42, 21, 29, 2, 8
2014/3/28, , 46, 24, 26, 3, 8
2014/3/29, , 46, 14, 16, 2, 6
2014/3/30, , 33, 9, 18, 3, 6
2014/3/31, , 21, 16, 17, 2, 7
2016/1/2, , , 63, 27, 3, 12
2014/12/31, , , 38, 23, 3, 8
2015/3/15, , , 23, 13, 3, 9
2014/11/30, , , 40, 36, 4, 11
2013/12/31, , , 68, 33, 3, 7
2014/1/26, , , 54, 53, 6, 18
2016/1/1, , , , 23, , 8
